Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",14.0609,8.8756,22.6599,2.79037,32,32,0,0,,199.765,796.193,159.244,68.0153,61.9353,20.265,43.4881,0.3639,7.1108,242.855,10.9413,1.95927,5.5844,0.913,0.30502,0.05462,0.25039995834231377,0.213579,1.01485,0.288054,0.772631,0.423915,,2.78238,5.88834,5.79346,6.760000228881836,,,,,,,1156.6,5.7829999999999995,1076,5.38,4.08,3.66,3.38,3.16,2.97,2.79,2.61,2.42,2.17,3.54,3.36,3.24,3.14,3.04,2.95,2.86,2.75,2.61,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.5497,9.0675,21.2598,2.92098,32,32,0,0,,193.982,785.668,158.112,69.2309,62.9573,17.5661,51.6545,0.5028,7.1724,236.967,10.9944,2.39657,4.58754,0.815,0.301612,0.065746,0.23586615175008774,0.217533,1.08137,0.297572,0.758938,0.443775,,2.77895,5.68288,5.74043,10.199999809265137,,,,,,,1100.4,5.6721649484536085,1033,5.324742268041237,4.29,3.84,3.55,3.32,3.11,2.92,2.73,2.52,2.26,3.75,3.55,3.41,3.29,3.19,3.08,2.98,2.86,2.7,"Paul Skenes","33677",694973
"Garrett Crochet","BOS",13.6193,8.9271,20.7306,3.01931,32,32,0,0,,192.855,773.898,157.498,70.8137,64.6989,19.4998,49.9141,0.493,6.0093,238.635,11.1364,2.32935,4.78092,0.91,0.308355,0.064497,0.24385782331228256,0.219365,1.07548,0.300101,0.758407,0.454958,,2.84475,5.58996,5.39046,11.869999885559082,,,,,,,1096.3,5.6803108808290155,1028,5.3264248704663215,4.39,3.94,3.65,3.41,3.21,3.01,2.82,2.61,2.34,3.84,3.64,3.5,3.38,3.28,3.18,3.08,2.96,2.81,"Garrett Crochet","27463",676979
"Cristopher Sánchez","PHI",13.5512,9.3092,21.1234,3.14788,32,32,0,0,,198.055,812.033,182.662,77.1794,69.2726,17.5609,50.5743,0.4953,6.6741,191.366,8.69605,2.29819,3.78386,0.798,0.235663,0.0622811,0.1733819842338562,0.242005,1.17763,0.302462,0.747932,0.545382,,3.22251,4.70441,5.14912,25.59000015258789,,,,,,,976,4.929292929292929,964,4.8686868686868685,4.6,4.15,3.86,3.62,3.41,3.22,3.02,2.81,2.54,4.02,3.83,3.69,3.58,3.49,3.39,3.29,3.18,3.03,"Cristopher Sanchez","20778",650911
"Chris Sale","ATL",11.8617,7.6879,17.7403,3.18999,27.54,27.54,0,0,,168.535,685.38,139.61,64.944,59.7361,18.1269,44.2865,0.5229,8.6056,205.598,10.9792,2.36496,4.64244,0.968,0.299976,0.064616,0.23535995185375214,0.220732,1.09115,0.297197,0.7504,0.416542,,3.03504,4.15246,4.32281,39,,,,,,,918.2,5.433136094674556,864,5.112426035502959,4.65,4.16,3.84,3.58,3.36,3.15,2.94,2.71,2.43,4.03,3.82,3.67,3.55,3.44,3.34,3.23,3.11,2.94,"Chris Sale","10603",519242
"Logan Webb","SFG",12.6168,10.3712,20.7533,3.31479,32,32,0,0,,199.392,830.798,193.73,81.7229,73.4379,16.616,47.1785,0.7552,6.0499,187.381,8.45786,2.12951,3.97174,0.75,0.225543,0.056787,0.16875607892870903,0.249147,1.20822,0.30879,0.731396,0.547548,,3.13981,4.10886,3.93109,59.650001525878906,,,,,,,974.1000000000003,4.894974874371861,989,4.969849246231155,4.79,4.34,4.05,3.81,3.6,3.4,3.2,2.98,2.7,4.19,4,3.87,3.77,3.67,3.58,3.48,3.37,3.22,"Logan Webb","17995",657277
"Cole Ragans","KCR",11.7975,8.5571,17.3517,3.3105,29.16,29.16,0,0,,172.018,711.112,139.939,68.705,63.274,18.9602,62.2664,0.598,5.6349,210.68,11.0228,3.25778,3.38352,0.992,0.296268,0.087562,0.2087060883641243,0.217564,1.17549,0.292524,0.759989,0.398402,,3.30272,4.06658,4.11862,46.97999954223633,,,,,,,893.0999999999999,5.192441860465116,831,4.8313953488372094,4.79,4.3,3.97,3.71,3.48,3.27,3.06,2.83,2.53,4.18,3.96,3.81,3.68,3.57,3.46,3.34,3.21,3.04,"Cole Ragans","21846",666142
"Jacob deGrom","TEX",11.4014,9.1394,17.1277,3.52124,29.16,29.16,0,0,,174.797,715.795,152.536,73.6484,68.3891,23.5976,39.8297,0.4402,5.3427,202.818,10.4427,2.05076,5.09212,1.215,0.283346,0.055644,0.2277018129825592,0.227455,1.10051,0.290267,0.745108,0.378878,,3.34481,4.04943,3.37993,48.91999816894531,,,,,,,873,4.988571428571428,834,4.765714285714286,5.03,4.52,4.18,3.92,3.68,3.46,3.24,3,2.69,4.43,4.19,4.02,3.88,3.76,3.64,3.52,3.38,3.19,"Jacob deGrom","10954",594798
"Sonny Gray","BOS",11.5606,9.9573,16.9903,3.69149,30.78,30.78,0,0,,181.357,757.232,171.216,80.8719,74.3864,21.1382,47.8995,0.5013,5.6603,189.679,9.41298,2.37705,3.95994,1.049,0.25049,0.063256,0.18723390251398087,0.243318,1.2082,0.304507,0.729433,0.450923,,3.44457,3.88209,3.47428,134.75,,,,,,,854.5000000000001,4.720994475138122,850,4.696132596685083,5.22,4.73,4.4,4.14,3.91,3.7,3.48,3.24,2.94,4.56,4.36,4.22,4.1,3.99,3.89,3.78,3.66,3.49,"Sonny Gray","12768",543243
"Dylan Cease","TOR",11.8912,9.398,16.9304,3.53879,30.78,30.78,0,0,,177.809,746.471,149.425,75.6648,69.9145,21.1198,64.94,1.1317,5.6523,208.814,10.5693,3.287,3.21549,1.069,0.279735,0.086996,0.19273904711008072,0.221082,1.20559,0.287715,0.750553,0.381153,,3.52154,3.7563,3.24935,74.7300033569336,,,,,,,876.5000000000001,4.924157303370787,822,4.617977528089888,5.01,4.53,4.21,3.95,3.73,3.52,3.3,3.07,2.78,4.35,4.16,4.02,3.91,3.81,3.71,3.61,3.49,3.33,"Dylan Cease","18525",656302
"Framber Valdez","DET",11.938,10.0997,19.3529,3.42717,30.78,30.78,0,0,,190.384,795.586,179.624,80.4226,72.4975,15.5057,62.0001,0.4225,7.8493,176.144,8.32686,2.93093,2.84103,0.733,0.221402,0.0779301,0.14347197860479355,0.247506,1.26914,0.307288,0.733014,0.555109,,3.44416,3.72601,3.72253,84.66999816894531,,,,,,,883.2,4.648421052631579,884,4.652631578947369,4.94,4.48,4.17,3.92,3.71,3.5,3.3,3.07,2.78,4.32,4.12,3.99,3.88,3.78,3.68,3.58,3.47,3.31,"Framber Valdez","17295",664285
"Zack Wheeler","PHI",10.757,7.4369,16.0513,3.19998,25.92,25.92,0,0,,154.827,628.612,129.288,59.9315,55.0493,17.8223,39.1273,0.4909,6.8651,177.814,10.3362,2.27444,4.54451,1.036,0.282868,0.062244,0.2206241562962532,0.221908,1.08776,0.288038,0.756175,0.415291,,3.22581,3.71598,4.06046,113.58999633789062,,,,,,,808.1999999999999,5.2141935483870965,759,4.896774193548387,4.68,4.18,3.86,3.6,3.37,3.16,2.95,2.72,2.43,3.99,3.8,3.67,3.56,3.46,3.37,3.27,3.15,3,"Zack Wheeler","10310",554430
"Max Fried","NYY",12.8288,9.1066,19.6928,3.28121,30.78,30.78,0,0,,189.434,789.308,175.566,76.5285,69.0636,18.6698,54.2894,0.6299,7.4163,179.583,8.53196,2.57929,3.30787,0.887,0.227519,0.068781,0.1587379202246666,0.241294,1.21338,0.296394,0.752644,0.50471,,3.49758,3.6942,3.81406,50.599998474121094,,,,,,,884.3000000000001,4.678835978835979,875,4.62962962962963,4.76,4.3,4,3.75,3.54,3.34,3.13,2.91,2.63,4.15,3.96,3.83,3.71,3.61,3.52,3.41,3.3,3.15,"Max Fried","13743",608331
"Hunter Brown","HOU",11.9049,9.7639,17.6664,3.62717,30.78,30.78,0,0,,184.176,769.968,164.879,81.0071,74.2266,20.8733,60.8491,0.5467,7.1746,200.267,9.7863,2.97346,3.29121,1.02,0.260098,0.0790281,0.18107013404369354,0.234889,1.22561,0.299511,0.736474,0.472946,,3.54176,3.58544,3.27611,36.97999954223633,,,,,,,870.3000000000002,4.729891304347827,843,4.581521739130435,5.15,4.67,4.34,4.09,3.86,3.64,3.43,3.19,2.89,4.51,4.31,4.16,4.04,3.94,3.83,3.72,3.6,3.43,"Hunter Brown","25880",686613
"Jesús Luzardo","PHI",11.9171,9.5598,17.3355,3.57123,30.78,30.78,0,0,,180.975,751.557,158.612,77.7776,71.8115,23.3257,57.4212,0.7162,5.5938,197.76,9.83471,2.85559,3.44402,1.16,0.263133,0.076403,0.18673009425401688,0.230359,1.19372,0.289409,0.753941,0.404283,,3.66979,3.51341,3.86515,73.25,,,,,,,850.1,4.6966850828729285,813,4.49171270718232,5.06,4.57,4.25,3.99,3.77,3.55,3.34,3.1,2.8,4.43,4.22,4.07,3.95,3.84,3.74,3.63,3.5,3.33,"Jesus Luzardo","19959",666200
"Yoshinobu Yamamoto","LAD",11.0171,7.1397,15.2777,3.44862,25.92,25.92,0,0,,154.428,639.72,138.997,64.928,59.1739,16.7469,47.1416,0.4075,5.206,162.562,9.47404,2.74739,3.44839,0.976,0.254115,0.073691,0.18042393028736115,0.236642,1.20534,0.299586,0.745027,0.492277,,3.4565,3.42858,3.29851,27.1200008392334,,,,,,,739.1000000000003,4.799350649350651,719,4.6688311688311686,5.04,4.52,4.18,3.91,3.67,3.45,3.22,2.98,2.67,4.33,4.12,3.98,3.87,3.76,3.66,3.55,3.43,3.27,"Yoshinobu Yamamoto","33825",808967
"Nathan Eovaldi","TEX",11.0567,9.4868,16.6777,3.64878,29.16,29.16,0,0,,174.547,724.26,164.563,77.0827,70.7647,20.5189,44.5558,0.6917,7.0847,171.529,8.84443,2.29739,3.84977,1.058,0.236834,0.0615191,0.17531507089734077,0.24466,1.19807,0.299735,0.731939,0.459885,,3.5855,3.35721,3.04799,139.77999877929688,,,,,,,795.7,4.546857142857143,790,4.514285714285714,5.21,4.7,4.37,4.1,3.87,3.65,3.43,3.19,2.88,4.55,4.34,4.19,4.06,3.95,3.84,3.73,3.6,3.43,"Nathan Eovaldi","9132",543135
"Joe Ryan","MIN",10.7192,9.7372,15.8628,3.81427,29.16,29.16,0,0,,172.8,713.46,154.778,78.1316,73.234,24.8832,41.9336,0.3439,8.1834,189.389,9.86399,2.18404,4.5164,1.296,0.265451,0.058775,0.2066761776804924,0.23333,1.13837,0.289251,0.732539,0.335611,,3.68522,3.32567,2.96153,79.73999786376953,,,,,,,797.7,4.6109826589595375,768,4.4393063583815024,5.31,4.8,4.47,4.2,3.96,3.74,3.52,3.27,2.96,4.64,4.43,4.28,4.16,4.05,3.94,3.83,3.7,3.53,"Joe Ryan","21390",657746
"Bryan Woo","SEA",12.3842,10.3591,19.074,3.59337,32,32,0,0,,195.095,801.211,176.2,84.2023,77.8942,26.056,44.1163,0.6634,7.5362,195.613,9.02391,2.03515,4.43403,1.202,0.244147,0.055062,0.18908490613102913,0.235072,1.12928,0.284424,0.740403,0.394698,,3.66031,3.30577,2.94012,35.2400016784668,,,,,,,901.6,4.6235897435897435,873,4.476923076923077,5.05,4.58,4.26,4.01,3.79,3.58,3.37,3.13,2.84,4.46,4.24,4.09,3.97,3.86,3.75,3.64,3.51,3.34,"Bryan Woo","30279",693433
"Ranger Suarez","BOS",10.7921,9.5831,15.8875,3.74091,29.16,29.16,0,0,,171.504,723.339,170.049,78.0641,71.2867,18.2556,49.3484,0.8123,5.6681,153.202,8.03961,2.58966,3.10451,0.958,0.211799,0.0682231,0.143575981259346,0.254442,1.27926,0.305503,0.729126,0.489771,,3.6947,3.25689,3.19535,180.3300018310547,,,,,,,750.3999999999999,4.362790697674418,767,4.459302325581396,5.34,4.83,4.5,4.23,3.99,3.77,3.54,3.3,2.99,4.66,4.45,4.3,4.18,4.07,3.97,3.86,3.73,3.57,"Ranger Suarez","17277",624133
"Drew Rasmussen","TBR",10.5297,10.4227,15.2194,3.71734,30.78,30.78,0,0,,171.003,713.704,163.769,76.9521,70.6309,19.4944,45.034,0.6031,6.0301,160.811,8.46357,2.37016,3.57088,1.026,0.225319,0.063099,0.16221991926431656,0.247146,1.22104,0.299117,0.726407,0.456954,,3.63219,3.23936,2.90128,140.86000061035156,,,,,,,774.3000000000001,4.528070175438597,777,4.543859649122807,5.33,4.8,4.46,4.18,3.94,3.71,3.48,3.23,2.91,4.69,4.45,4.28,4.15,4.02,3.9,3.77,3.63,3.44,"Drew Rasmussen","25385",656876
"Shane McClanahan","TBR",9.1121,7.8167,14.1561,3.35271,24.3,24.3,0,0,,142.175,583.64,123.158,57.8169,52.9634,16.2869,41.7915,0.4657,4.0761,157.867,9.99336,2.6455,3.77749,1.031,0.270487,0.0716049,0.1988818496465683,0.229015,1.16019,0.29391,0.75367,0.444956,,3.37146,3.22633,3.05982,201.17999267578125,,,,,,,712.2,5.0154929577464795,680,4.788732394366197,4.99,4.43,4.07,3.78,3.53,3.29,3.06,2.81,2.49,4.32,4.07,3.89,3.75,3.63,3.5,3.38,3.23,3.05,"Shane McClanahan","21483",663556
"Logan Gilbert","SEA",11.208,8.8463,16.1753,3.39681,29.16,29.16,0,0,,166.486,678.151,144.329,68.0547,62.8358,20.8848,38.7679,0.9284,5.8925,181.787,9.82712,2.09574,4.6891,1.129,0.268062,0.0571671,0.2108950838446617,0.227831,1.09977,0.286533,0.747715,0.398084,,3.38687,3.17989,2.90631,35.65999984741211,,,,,,,824.7000000000002,4.968072289156628,786,4.734939759036145,4.87,4.38,4.06,3.8,3.57,3.36,3.15,2.91,2.62,4.2,4.01,3.87,3.76,3.66,3.56,3.46,3.34,3.18,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.6755,9.6492,17.0941,3.51005,30.78,30.78,0,0,,178.218,732.504,165.621,75.6105,69.5061,22.0595,33.8168,0.4769,7.2481,173.78,8.77587,1.70774,5.13887,1.114,0.237241,0.046166,0.19107498973608017,0.23953,1.11906,0.289672,0.734642,0.423027,,3.48531,3.16656,2.75598,65.73999786376953,,,,,,,839.9999999999999,4.719101123595505,829,4.657303370786517,5,4.52,4.2,3.94,3.72,3.5,3.29,3.06,2.76,4.36,4.16,4.02,3.9,3.8,3.69,3.59,3.47,3.31,"George Kirby","25436",669923
"Brandon Woodruff","MIL",10.0058,9.5898,15.5948,3.85418,27.54,27.54,0,0,,167.715,695.047,150.716,76.9533,71.8226,24.4677,45.8085,0.3871,6.6662,176.161,9.45324,2.4582,3.8456,1.313,0.253452,0.0659071,0.18754485994577408,0.234551,1.17178,0.285666,0.736867,0.364232,,3.86961,3.09013,2.83443,127.51000213623047,,,,,,,748.4,4.454761904761905,721,4.291666666666667,5.45,4.91,4.55,4.26,4.01,3.78,3.54,3.28,2.96,4.82,4.56,4.38,4.23,4.1,3.97,3.83,3.68,3.48,"Brandon Woodruff","16162",605540
"José Soriano","LAA",10.6101,10.7126,16.3769,3.67645,30.78,30.78,0,0,,177.273,759.523,169.407,80.18,72.4149,14.8515,75.4799,0.695,8.6335,164.768,8.36514,3.83206,2.18294,0.754,0.216936,0.099378,0.11755799502134323,0.250822,1.38142,0.311736,0.734988,0.57228,,3.78878,3.02384,3.12309,335.489990234375,,,,,,,763.9,4.315819209039548,768,4.338983050847458,5.32,4.81,4.47,4.2,3.97,3.74,3.52,3.27,2.96,4.68,4.45,4.29,4.16,4.04,3.93,3.81,3.68,3.5,"Jose Soriano","22100",667755
"Aaron Nola","PHI",11.0947,10.4065,15.8972,3.98166,30.78,30.78,0,0,,180.677,757.874,174.354,86.3043,79.9328,26.4793,46.7101,0.5987,5.8622,174.833,8.70889,2.32675,3.74294,1.319,0.230689,0.0616331,0.16905605792999268,0.247205,1.22353,0.293409,0.732418,0.422873,,3.97797,2.96679,3.01893,211.74000549316406,,,,,,,758.2000000000002,4.188950276243095,758,4.1878453038674035,5.54,5.04,4.7,4.44,4.2,3.97,3.75,3.5,3.18,4.87,4.66,4.51,4.39,4.28,4.17,4.05,3.92,3.75,"Aaron Nola","16149",605400
"Kevin Gausman","TOR",11.3187,10.4531,16.6731,3.97941,30.78,30.78,0,0,,185.401,782.945,175.757,88.2042,81.9764,25.1322,54.554,0.7164,4.4753,181.344,8.80305,2.64823,3.32412,1.22,0.231618,0.0696779,0.16193997859954834,0.242786,1.24223,0.291096,0.728282,0.379152,,3.89629,2.92964,2.41668,116.04000091552734,,,,,,,788.9,4.264324324324324,785,4.243243243243243,5.5,5.01,4.68,4.42,4.19,3.97,3.74,3.5,3.19,4.82,4.62,4.48,4.37,4.26,4.16,4.05,3.93,3.77,"Kevin Gausman","14107",592332
"Michael King","SDP",10.4582,9.6361,14.8781,3.80256,29.16,29.16,0,0,,166.513,703.18,150.028,76.0326,70.3529,21.7392,57.7043,0.9029,6.9101,173.01,9.35118,3.11891,2.99822,1.175,0.24604,0.0820619,0.16397808492183685,0.234945,1.24754,0.289058,0.742818,0.401896,,3.91845,2.92342,2.65622,125.98999786376953,,,,,,,726.1999999999998,4.348502994011975,700,4.191616766467066,5.4,4.87,4.52,4.24,4,3.77,3.53,3.28,2.96,4.74,4.5,4.34,4.2,4.08,3.96,3.84,3.7,3.52,"Michael King","19853",650633
"Tyler Glasnow","LAD",9.8395,6.8357,12.887,3.60696,24.3,24.3,0,0,,138.55,574.658,117.5,60.2756,55.5272,16.3643,50.9239,0.3195,3.9496,161.531,10.4928,3.30794,3.172,1.063,0.28109,0.088616,0.1924741342663765,0.226055,1.21562,0.295813,0.743216,0.446989,,3.52702,2.86864,2.82341,120.91999816894531,,,,,,,686.6000000000001,4.939568345323742,646,4.64748201438849,5.27,4.71,4.34,4.04,3.79,3.55,3.31,3.05,2.72,4.53,4.3,4.14,4.01,3.89,3.77,3.65,3.52,3.34,"Tyler Glasnow","14374",607192
"Kyle Bradish","BAL",9.6637,8.0039,12.9979,3.71486,25.92,25.92,0,0,,145.078,608.802,133.945,65.0958,59.8826,17.3287,45.3795,0.3683,6.4941,153.066,9.49555,2.81515,3.37301,1.075,0.251421,0.074539,0.17688214033842087,0.240507,1.23606,0.301698,0.736654,0.451994,,3.65047,2.86689,2.35424,72.62000274658203,,,,,,,668.5,4.610344827586207,657,4.531034482758621,5.41,4.84,4.47,4.17,3.91,3.67,3.43,3.16,2.83,4.7,4.45,4.28,4.14,4.01,3.88,3.75,3.61,3.42,"Kyle Bradish","24586",680694
"Blake Snell","LAD",10.0824,6.768,13.5783,3.53957,24.3,24.3,0,0,,141.694,596.354,115.682,60.6022,55.7261,16.4522,62.087,0.5647,3.8918,173.731,11.0349,3.9436,2.79819,1.045,0.291322,0.104111,0.18721094727516174,0.218113,1.2546,0.291687,0.757205,0.428642,,3.58931,2.83118,2.92184,150.99000549316406,,,,,,,702.4,4.946478873239436,652,4.591549295774648,5.18,4.62,4.26,3.97,3.72,3.49,3.26,3,2.68,4.44,4.22,4.06,3.94,3.82,3.71,3.6,3.47,3.29,"Blake Snell","13543",605483
"Freddy Peralta","NYM",10.9112,9.2661,15.1874,3.79625,29.16,29.16,0,0,,168.291,710.389,144.355,76.43,70.9861,22.4388,62.3594,0.4795,7.5898,185.191,9.9038,3.3349,2.96974,1.2,0.26069,0.087782,0.17290795594453812,0.2254,1.22831,0.281685,0.743208,0.37188,,3.91456,2.74374,2.67615,56.599998474121094,,,,,,,758.1999999999999,4.513095238095238,714,4.25,5.34,4.83,4.49,4.22,3.98,3.76,3.53,3.29,2.97,4.64,4.43,4.29,4.17,4.07,3.96,3.85,3.73,3.56,"Freddy Peralta","18679",642547
"MacKenzie Gore","TEX",10.3316,9.4557,13.9579,3.82337,29.16,29.16,0,0,,161.264,681.59,141.642,73.802,68.5081,20.8927,61.1959,0.3476,6.3279,182.276,10.1726,3.41528,2.97856,1.166,0.267427,0.089784,0.17764299362897873,0.230662,1.2578,0.293866,0.743345,0.389817,,3.81492,2.70656,2.46126,163.5800018310547,,,,,,,726.9000000000001,4.514906832298137,695,4.316770186335404,5.4,4.88,4.53,4.25,4.01,3.78,3.55,3.3,2.98,4.69,4.48,4.33,4.21,4.1,3.99,3.87,3.75,3.58,"MacKenzie Gore","22201",669022
"Spencer Strider","ATL",10.4305,8.7331,14.5672,3.82466,27.54,27.54,0,0,,160.846,674.123,139.368,73.3235,68.3534,21.178,57.7899,0.6957,7.116,187.428,10.4874,3.23359,3.24326,1.185,0.278032,0.0857261,0.19230616092681885,0.228766,1.22576,0.295025,0.739272,0.372441,,3.72686,2.6671,2.89636,107.7699966430664,,,,,,,750.7000000000002,4.662732919254659,711,4.416149068322981,5.41,4.87,4.52,4.24,3.99,3.76,3.52,3.27,2.94,4.72,4.49,4.33,4.2,4.08,3.96,3.84,3.7,3.52,"Spencer Strider","27498",675911
"Nick Pivetta","SDP",10.4891,10.0539,15.5685,3.96961,29.16,29.16,0,0,,174.053,727.344,155.616,81.8823,76.7693,26.8429,53.8882,0.8626,5.1256,191.699,9.91241,2.78647,3.55734,1.388,0.26356,0.074089,0.18947101384401321,0.232843,1.20368,0.286297,0.742315,0.337698,,3.95443,2.62257,2.45962,94.73999786376953,,,,,,,756.9,4.35,726,4.172413793103448,5.49,4.98,4.64,4.37,4.13,3.91,3.68,3.43,3.11,4.8,4.59,4.44,4.32,4.21,4.1,3.99,3.86,3.69,"Nick Pivetta","15454",601713
"Eury Pérez","MIA",9.1011,9.7238,12.9237,4.00167,27.54,27.54,0,0,,154.035,647.752,134.744,73.0292,68.4887,21.9757,53.7291,0.4703,5.3018,171.479,10.0192,3.13929,3.19154,1.284,0.264729,0.082947,0.18178191035985947,0.228876,1.22357,0.285297,0.732015,0.32284,,3.91301,2.61014,2.48566,81.86000061035156,,,,,,,683,4.435064935064935,649,4.214285714285714,5.66,5.08,4.71,4.41,4.14,3.9,3.65,3.38,3.03,4.98,4.71,4.52,4.37,4.23,4.1,3.96,3.8,3.6,"Eury Perez","27768",691587
"Jack Flaherty","DET",10.0108,9.9053,14.058,3.88762,29.16,29.16,0,0,,163.146,696.61,148.632,76.0928,70.4722,21.354,57.2822,0.8729,6.8379,176.639,9.74436,3.15999,3.08367,1.178,0.25357,0.0822299,0.17134007811546326,0.234995,1.26214,0.292931,0.737543,0.39792,,3.85035,2.58928,2.38513,214.4600067138672,,,,,,,722.5000000000001,4.432515337423314,704,4.319018404907975,5.48,4.96,4.61,4.33,4.09,3.86,3.63,3.37,3.05,4.77,4.56,4.41,4.29,4.18,4.07,3.95,3.83,3.66,"Jack Flaherty","17479",656427
"Yusei Kikuchi","LAA",10.0035,11.3772,15.0025,4.10418,30.78,30.78,0,0,,177.726,748.32,166.009,87.061,81.0466,26.106,62.9404,0.6787,5.4597,181.86,9.20937,3.18729,2.88941,1.322,0.243025,0.0841089,0.15891596674919128,0.244159,1.28821,0.296433,0.737461,0.407168,,4.15275,2.57207,2.44844,487.3500061035156,,,,,,,725.8000000000001,4.0775280898876405,712,4,5.67,5.16,4.82,4.55,4.31,4.08,3.85,3.6,3.27,4.98,4.77,4.62,4.5,4.39,4.28,4.17,4.04,3.87,"Yusei Kikuchi","20633",579328
"Shohei Ohtani","LAD",8.8131,6.0289,10.3804,3.45918,22.68,22.68,0,0,,116.914,479.942,98.2341,48.636,44.9362,14.7441,36.274,0.4631,4.5383,136.387,10.499,2.79236,3.7599,1.135,0.284173,0.07558,0.20859313756227493,0.223702,1.15049,0.289897,0.754148,0.411736,,3.48871,2.56085,2.5369,1.2200000286102295,,,,,,,575.5000000000002,4.918803418803421,539,4.6068376068376065,5.19,4.57,4.18,3.86,3.59,3.34,3.09,2.82,2.49,4.39,4.15,3.98,3.84,3.71,3.59,3.46,3.32,3.13,"Shohei Ohtani","19755",660271
"Ryan Pepiot","TBR",10.1804,11.014,14.7976,4.02212,30.78,30.78,0,0,,174.756,740.491,157.26,83.6964,78.0988,24.8542,63.0528,0.4428,7.4908,184.145,9.48352,3.24724,2.92048,1.28,0.248679,0.08515,0.16352907568216324,0.234735,1.26069,0.287247,0.73641,0.362239,,4.08758,2.55951,2.42144,126.77999877929688,,,,,,,737.3,4.213142857142857,708,4.045714285714285,5.59,5.07,4.73,4.45,4.2,3.97,3.74,3.49,3.16,4.93,4.7,4.54,4.41,4.28,4.17,4.04,3.91,3.72,"Ryan Pepiot","26221",686752
"Sandy Alcantara","MIA",10.0848,11.8206,16.2565,4.15907,30.78,30.78,0,0,,186.581,795.317,189.611,93.568,86.2227,22.141,56.0388,0.8741,7.7018,158.339,7.63769,2.70311,2.82552,1.068,0.199089,0.070461,0.1286279559135437,0.259181,1.31658,0.303885,0.708502,0.469799,,4.00541,2.51372,2.47032,145.63999938964844,,,,,,,743.1999999999998,3.974331550802138,773,4.133689839572193,5.78,5.27,4.93,4.66,4.41,4.18,3.95,3.7,3.37,5.13,4.9,4.74,4.61,4.49,4.37,4.25,4.11,3.92,"Sandy Alcantara","18684",645261
"Cody Ponce","TOR",9.7014,8.9252,11.7729,3.88124,50.68,22.68,0,0.6524,,161.812,681.415,155.321,75.6002,69.7812,20.1905,45.7919,1.307,6.6158,158.431,8.81195,2.54695,3.45981,1.123,0.232503,0.0672012,0.16530191898345947,0.24693,1.24288,0.300032,0.726152,0.440176,,3.77068,2.47303,1.8999,262.54998779296875,,,,,,,710.8,4.387654320987654,711,4.388888888888889,5.93841,5.16536,4.67283,4.29047,3.97021,3.66803,3.37987,3.06575,2.68768,4.84064,4.59468,4.42669,4.28073,4.15275,4.03275,3.90476,3.7588,3.56283,"Cody Ponce","17920",664074
"Chase Burns","CIN",7.8568,7.1386,10.0129,3.70806,29.06,21.06,0,0.6509,,123.1,510.896,107.907,54.7157,50.7179,16.7963,38.7391,0.5949,3.9002,139.951,10.232,2.83227,3.61265,1.228,0.273932,0.0758258,0.19810646772384644,0.230443,1.19127,0.29248,0.746604,0.408855,,3.67428,2.47135,2.43935,98.51000213623047,,,,,,,575.3,4.677235772357723,549,4.463414634146342,5.68123,4.92115,4.45501,4.08837,3.78147,3.50042,3.22327,2.93002,2.57132,4.76411,4.47541,4.26736,4.10801,3.95931,3.81996,3.67126,3.50256,3.28451,"Chase Burns","35333",695505
"Nick Lodolo","CIN",9.4589,9.5331,13.3483,4.02824,27.54,27.54,0,0,,157.14,663.32,148.56,75.7073,70.3333,22.6806,43.6504,0.7204,12.8187,160.521,9.1936,2.50002,3.67742,1.299,0.241996,0.0658059,0.17618992924690247,0.244804,1.22317,0.29713,0.726067,0.421819,,4.04651,2.45067,2.64276,123.30000305175781,,,,,,,642.5000000000001,4.09235668789809,637,4.057324840764331,5.68,5.13,4.77,4.48,4.22,3.98,3.74,3.48,3.14,4.96,4.73,4.56,4.43,4.31,4.19,4.07,3.93,3.75,"Nick Lodolo","26378",666157
"Emmet Sheehan","LAD",10.106,8.0752,10.9388,3.94446,42.3,24.3,0,0.7772,,151.594,637.306,132.605,71.0629,66.4394,22.6716,53.0107,0.8189,6.3954,170.66,10.132,3.14721,3.21936,1.346,0.267784,0.0831793,0.18460456281900406,0.22946,1.22443,0.285862,0.744452,0.35732,,4.00344,2.39678,2.30193,112.95999908447266,,,,,,,665.0999999999999,4.375657894736841,630,4.144736842105263,5.87193,5.14794,4.68095,4.32295,4.01683,3.73783,3.46239,3.17052,2.80458,4.9467,4.67026,4.48263,4.32382,4.1862,4.04738,3.90857,3.75095,3.54332,"Emmet Sheehan","29839",686218
